Timestamp,Language,Category,Tram_ID,Station_Name,Latitude,Longitude,Complaint_Text
2026-01-03 19:47:01,Arabic,Equipements,Tram08,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-03 20:16:40,French,Comportement indésirable,Tram03,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-03 20:20:36,French,Comportement indésirable,Tram25,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-03 20:33:42,Arabic,Informations voyageur,Tram33,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-03 20:55:48,French,Informations voyageur,Tram27,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-03 21:05:59,Arabic,Informations insuffisantes,Tram25,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-03 21:54:03,French,Tarification,Tram13,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-04 06:39:52,French,Sécurité et sûreté,Tram03,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-04 07:06:54,French,Informations voyageur,Tram15,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-04 08:20:41,French,Spam,Tram16,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-04 11:25:15,Arabic,Sécurité et sûreté,Tram21,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-04 14:32:19,French,Informations insuffisantes,Tram30,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-04 15:16:16,French,Equipements,Tram41,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-04 16:43:22,Arabic,Ponctualité et régularité,Tram38,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-04 17:12:34,Arabic,Comportement du personnel,Tram19,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-04 17:24:07,French,Equipements,Tram29,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-04 17:42:45,French,Comportement indésirable,Tram32,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-04 18:17:17,French,Comportement du personnel,Tram24,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-04 18:18:37,French,Ponctualité et régularité,Tram07,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-04 18:53:12,Arabic,Spam,Tram03,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-04 19:02:32,Arabic,Informations voyageur,Tram23,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-04 19:13:19,French,Informations insuffisantes,Tram26,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-05 06:23:59,French,Informations insuffisantes,Tram23,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-05 08:15:13,English,Informations voyageur,Tram17,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-05 08:38:47,English,Spam,Tram31,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-05 09:30:00,French,Spam,Tram25,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-05 16:52:19,French,Equipements,Tram09,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-05 17:09:53,French,Equipements,Tram08,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-05 17:18:03,French,Equipements,Tram17,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-05 17:19:33,French,Ponctualité et régularité,Tram06,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-05 17:22:34,French,Ponctualité et régularité,Tram41,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-05 17:53:27,French,Sécurité et sûreté,Tram13,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-05 18:17:42,Arabic,Ponctualité et régularité,Tram12,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-05 18:50:44,Arabic,Sécurité et sûreté,Tram24,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-05 18:59:17,French,Spam,Tram16,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-05 19:12:41,Arabic,Informations insuffisantes,Tram36,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-05 21:25:19,Arabic,Informations insuffisantes,Tram23,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-05 22:22:57,Arabic,Tarification,Tram40,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-05 23:17:36,French,Comportement indésirable,Tram25,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-06 06:08:35,Arabic,Comportement du personnel,Tram26,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-06 07:13:02,French,Spam,Tram38,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-06 07:42:20,French,Comportement du personnel,Tram32,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-06 07:47:23,French,Informations voyageur,Tram29,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-06 08:03:28,Arabic,Informations voyageur,Tram15,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-06 08:47:08,French,Comportement indésirable,Tram01,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-06 09:00:57,French,Spam,Tram41,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-06 09:06:33,French,Spam,Tram34,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-06 09:14:34,Arabic,Spam,Tram28,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-06 09:14:56,French,Ponctualité et régularité,Tram19,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-06 11:14:23,Arabic,Spam,Tram17,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-06 12:58:34,French,Equipements,Tram05,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-06 17:06:30,French,Informations voyageur,Tram20,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-06 17:25:49,Arabic,Ponctualité et régularité,Tram30,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-06 18:06:47,Arabic,Spam,Tram42,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-06 18:27:11,French,Comportement indésirable,Tram06,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-06 18:27:21,French,Comportement indésirable,Tram35,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-06 18:33:11,Arabic,Informations voyageur,Tram02,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-06 18:46:31,Arabic,Spam,Tram24,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-06 18:58:27,Arabic,Spam,Tram21,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-06 19:10:14,French,Comportement indésirable,Tram28,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-06 19:23:40,French,Tarification,Tram08,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-06 19:28:16,French,Informations insuffisantes,Tram30,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-06 21:26:05,French,Ponctualité et régularité,Tram43,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-07 06:19:40,Arabic,Tarification,Tram36,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-07 08:35:48,French,Informations insuffisantes,Tram10,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-07 08:48:24,Arabic,Comportement du personnel,Tram18,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-07 08:55:22,French,Tarification,Tram20,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-07 08:58:38,Arabic,Equipements,Tram38,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-07 08:59:40,French,Informations voyageur,Tram10,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-07 09:02:32,French,Comportement indésirable,Tram34,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-07 09:13:04,French,Comportement du personnel,Tram04,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-07 11:15:25,French,Tarification,Tram45,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-07 12:56:03,French,Informations insuffisantes,Tram22,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-07 17:04:08,French,Tarification,Tram20,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-07 17:52:19,French,Sécurité et sûreté,Tram19,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-07 18:08:52,Arabic,Ponctualité et régularité,Tram38,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-07 19:16:35,French,Equipements,Tram08,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-08 06:03:30,French,Spam,Tram17,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-08 06:36:29,Arabic,Comportement indésirable,Tram35,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-08 08:11:32,Arabic,Informations voyageur,Tram04,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-08 13:27:34,English,Comportement du personnel,Tram25,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-08 17:05:51,French,Sécurité et sûreté,Tram14,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-08 17:11:16,French,Comportement du personnel,Tram05,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-08 17:50:22,Arabic,Comportement du personnel,Tram09,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-08 18:23:14,Arabic,Ponctualité et régularité,Tram33,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-08 18:24:05,Arabic,Ponctualité et régularité,Tram33,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-08 18:28:52,French,Tarification,Tram32,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-08 18:47:46,French,Sécurité et sûreté,Tram22,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-08 19:16:10,French,Informations insuffisantes,Tram22,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-09 07:22:07,French,Informations insuffisantes,Tram15,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-09 08:03:36,Arabic,Comportement indésirable,Tram42,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-09 08:09:24,French,Comportement indésirable,Tram20,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-09 09:02:34,French,Spam,Tram34,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-09 09:06:34,Arabic,Comportement du personnel,Tram20,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-09 09:20:40,Arabic,Comportement indésirable,Tram36,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-09 09:55:48,English,Comportement indésirable,Tram25,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-09 12:43:41,French,Spam,Tram13,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-09 12:57:11,French,Spam,Tram04,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-09 16:05:24,French,Ponctualité et régularité,Tram12,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-09 16:41:02,French,Comportement indésirable,Tram17,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-09 17:04:03,Arabic,Comportement indésirable,Tram23,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-09 17:06:58,French,Comportement indésirable,Tram21,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-09 17:30:28,French,Ponctualité et régularité,Tram18,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-09 17:31:07,Arabic,Spam,Tram31,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-09 18:19:45,French,Sécurité et sûreté,Tram10,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-09 18:56:53,English,Informations insuffisantes,Tram44,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-09 18:57:36,French,Spam,Tram02,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-10 06:54:46,French,Ponctualité et régularité,Tram12,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-10 07:47:49,French,Comportement du personnel,Tram33,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-10 08:33:21,French,Informations insuffisantes,Tram16,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-10 08:41:18,French,Comportement indésirable,Tram22,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-10 08:53:43,Arabic,Sécurité et sûreté,Tram22,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-10 11:55:49,Arabic,Equipements,Tram07,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-10 17:24:36,French,Ponctualité et régularité,Tram41,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-10 17:35:36,French,Tarification,Tram30,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-10 21:00:34,English,Informations voyageur,Tram33,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-11 06:14:12,French,Equipements,Tram34,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-11 06:27:39,French,Comportement indésirable,Tram43,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-11 06:32:28,French,Tarification,Tram20,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-11 06:50:13,French,Comportement indésirable,Tram26,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-11 07:27:19,Arabic,Sécurité et sûreté,Tram13,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-11 07:41:22,French,Informations voyageur,Tram10,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-11 08:29:42,French,Tarification,Tram18,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-11 09:05:04,French,Ponctualité et régularité,Tram19,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-11 09:06:57,French,Spam,Tram42,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-11 09:10:39,English,Comportement indésirable,Tram41,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-11 09:28:14,French,Tarification,Tram10,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-11 09:30:38,French,Sécurité et sûreté,Tram14,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-11 17:19:15,French,Sécurité et sûreté,Tram24,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-11 17:19:31,French,Comportement indésirable,Tram03,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-11 17:29:00,French,Informations voyageur,Tram06,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-11 17:40:33,French,Tarification,Tram12,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-11 18:09:27,Arabic,Comportement indésirable,Tram40,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-11 18:10:29,Arabic,Comportement du personnel,Tram01,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-11 18:17:00,Arabic,Sécurité et sûreté,Tram03,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-11 18:57:00,French,Sécurité et sûreté,Tram39,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-12 06:05:18,French,Comportement du personnel,Tram44,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-12 06:32:17,Arabic,Equipements,Tram42,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-12 07:38:55,Arabic,Tarification,Tram04,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-12 08:12:45,Arabic,Informations voyageur,Tram20,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-12 08:22:03,French,Sécurité et sûreté,Tram37,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-12 08:57:30,Arabic,Comportement indésirable,Tram27,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-12 09:30:15,English,Sécurité et sûreté,Tram38,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-12 16:23:51,Arabic,Informations voyageur,Tram06,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-12 17:01:38,French,Comportement indésirable,Tram16,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-12 17:07:56,French,Informations insuffisantes,Tram22,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-12 17:22:44,French,Comportement indésirable,Tram14,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-12 17:47:02,English,Comportement du personnel,Tram45,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-12 17:49:46,French,Tarification,Tram08,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-12 18:29:34,French,Ponctualité et régularité,Tram09,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-12 18:31:32,Arabic,Equipements,Tram17,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-12 18:48:02,Arabic,Comportement indésirable,Tram05,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-12 18:55:02,Arabic,Ponctualité et régularité,Tram31,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-12 18:59:33,Arabic,Tarification,Tram21,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-12 19:11:54,French,Comportement indésirable,Tram41,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-12 21:42:17,Arabic,Spam,Tram23,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-13 06:09:28,French,Equipements,Tram26,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-13 06:37:29,French,Ponctualité et régularité,Tram40,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-13 06:58:38,French,Ponctualité et régularité,Tram01,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-13 07:38:52,French,Informations insuffisantes,Tram33,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-13 08:28:28,French,Sécurité et sûreté,Tram33,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-13 08:35:40,Arabic,Tarification,Tram21,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-13 08:42:50,Arabic,Spam,Tram32,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-13 15:21:10,French,Equipements,Tram04,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-13 17:20:15,French,Informations insuffisantes,Tram24,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-13 17:31:33,Arabic,Ponctualité et régularité,Tram15,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-13 17:31:52,Arabic,Informations voyageur,Tram44,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-13 18:31:08,Arabic,Spam,Tram41,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-13 19:09:00,Arabic,Informations voyageur,Tram19,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-13 19:11:20,French,Ponctualité et régularité,Tram03,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-14 06:25:58,French,Comportement du personnel,Tram35,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-14 08:16:10,French,Tarification,Tram38,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-14 08:26:20,French,Informations insuffisantes,Tram17,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-14 08:44:25,French,Sécurité et sûreté,Tram42,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-14 08:45:32,English,Ponctualité et régularité,Tram33,Nations Unies,33.5956,-7.6186,Choix direct de la catégorie
2026-01-14 08:49:47,Arabic,Informations insuffisantes,Tram32,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-14 09:03:47,French,Informations insuffisantes,Tram21,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-14 09:08:03,French,Tarification,Tram06,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-14 09:21:05,Arabic,Tarification,Tram03,Casa Voyageurs,33.5898,-7.5898,Choix direct de la catégorie
2026-01-14 11:45:40,Arabic,Tarification,Tram12,Technopark,33.535,-7.6322,Choix direct de la catégorie
2026-01-14 17:12:50,French,Equipements,Tram33,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-14 17:41:35,French,Equipements,Tram17,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
2026-01-14 18:04:21,French,Informations insuffisantes,Tram21,Gare Casa Port,33.5992,-7.6125,Choix direct de la catégorie
2026-01-14 18:18:02,French,Equipements,Tram39,Abdelmoumen,33.5731,-7.6184,Choix direct de la catégorie
